"","res_name"
"10193","CL"
"10194","CL"
"10195","ZN"
"10196","CA"
"10197","ZN"
"10198","SF4"
"10199","SF4"
"10200","SF4"
"10201","ZN"
"10202","ZN"
"10203","ZN"
"10204","CL"
"10205","CL"
"10206","CL"
"10207","ZN"
"10208","CA"
"10209","CA"
"10210","CA"
"10211","CA"
"10212","CA"
"10213","CL"
"10214","CA"
"10215","CL"
"10216","CA"
"10217","MG"
"10218","CA"
"10219","MG"
"10220","nan"
"10221","CL"
"10222","nan"
"10223","nan"
"10224","ZN"
"10225","CL"
"10226","CL"
"10227","nan"
"10228","CL"
"10229","MG"
"10230","MN"
"10231","ZN"
"10232","ZN"
"10233","CA"
"10234","CL"
"10235","MG"
"10236","CL"
"10237","nan"
"10238","ZN"
"10239","CL"
"10240","MG"
"10241","CL"
"10242","CL"
"10243","CL"
"10244","MN"
"10245","ZN"
"10246","ZN"
"10247","MG"
"10248","MG"
"10249","MG"
"10250","MG"
"10251","CL"
"10252","MG"
"10253","CL"
"10254","ZN"
"10255","MN"
"10256","MG"
"10257","CL"
"10258","nan"
"10259","CL"
"10260","ZN"
"10261","CL"
"10262","CL"
"10263","CL"
"10264","nan"
"10265","CL"
"10266","ZN"
"10267","CL"
"10268","ZN"
"10269","CL"
"10270","CA"
"10271","CL"
"10272","CL"
"10273","CA"
"10274","MG"
"10275","MG"
"10276","CL"
"10277","CL"
"10278","CL"
"10279","CL"
"10280","CL"
"10281","CA"
"10282","MG"
"10283","CA"
"10284","nan"
"10285","CA"
"10286","ZN"
"10287","CA"
"10288","nan"
"10289","CA"
"10290","MG"
"10291","ZN"
"10292","CL"
"10293","CA"
"10294","CL"
"10295","nan"
"10296","CA"
"10297","CA"
"10298","CL"
"10299","CL"
"10300","CL"
"10301","CA"
"10302","CL"
"10303","CL"
"10304","CL"
"10305","CL"
"10306","CL"
"10307","CA"
"10308","CL"
"10309","ZN"
"10310","MG"
"10311","nan"
"10312","MG"
"10313","CL"
"10314","CL"
"10315","ZN"
"10316","ZN"
"10317","CL"
"10318","CA"
"10319","CA"
"10320","CL"
"10321","MG"
"10322","CL"
"10323","ZN"
"10324","CL"
"10325","CL"
"10326","CL"
"10327","CA"
"10328","MG"
"10329","CA"
"10330","CA"
"10331","nan"
"10332","CL"
"10333","CL"
"10334","MN"
"10335","CD"
"10336","ZN"
"10337","CL"
"10338","MG"
"10339","ZN"
"10340","CA"
"10341","CA"
"10342","CA"
"10343","ZN"
"10344","CL"
"10345","MG"
"10346","CL"
"10347","MN"
"10348","CA"
"10349","MG"
"10350","CL"
"10351","MG"
"10352","CL"
"10353","CA"
"10354","CL"
"10355","CL"
"10356","MG"
"10357","ZN"
"10358","ZN"
"10359","MG"
"10360","HG"
"10361","CA"
"10362","ZN"
"10363","ZN"
"10364","MN"
"10365","MG"
"10366","ZN"
"10367","CA"
"10368","MG"
"10369","CL"
"10370","CL"
"10371","CL"
"10372","ZN"
"10373","CL"
"10374","CL"
"10375","CA"
"10376","ZN"
"10377","MG"
"10378","MG"
"10379","CL"
"10380","MG"
"10381","MG"
"10382","CL"
"10383","CA"
"10384","ZN"
"10385","CL"
"10386","ZN"
"10387","MN"
"10388","CL"
"10389","CL"
"10390","nan"
"10391","ZN"
"10392","MG"
"10393","MG"
"10394","CA"
"10395","MG"
"10396","CL"
"10397","ZN"
"10398","CL"
"10399","ZN"
"10400","CL"
"10401","CA"
"10402","CL"
"10403","CA"
"10404","CA"
"10405","nan"
"10406","nan"
"10407","nan"
"10408","MG"
"10409","CL"
"10410","CL"
"10411","MG"
"10412","CL"
"10413","CL"
"10414","ZN"
"10415","CL"
"10416","MG"
"10417","MG"
"10418","ZN"
"10419","ZN"
"10420","CL"
"10421","ZN"
"10422","CA"
"10423","CL"
"10424","CL"
"10425","CL"
"10426","CA"
"10427","ZN"
"10428","ZN"
"10429","nan"
"10430","CL"
"10431","CA"
"10432","ZN"
"10433","CL"
"10434","MG"
"10435","CA"
"10436","CA"
"10437","MG"
"10438","ZN"
"10439","CL"
"10440","nan"
"10441","CL"
"10442","CL"
"10443","MG"
"10444","nan"
"10445","MG"
"10446","CA"
"10447","CL"
"10448","nan"
"10449","nan"
"10450","CL"
"10451","IOD"
"10452","CA"
"10453","MG"
"10454","MG"
"10455","MG"
"10456","MG"
"10457","MG"
"10458","MG"
"10459","MG"
"10460","CL"
"10461","MG"
"10462","nan"
"10463","CA"
"10464","CL"
"10465","CA"
"10466","MG"
"10467","CL"
"10468","CL"
"10469","CA"
"10470","nan"
"10471","CA"
"10472","CL"
"10473","CA"
"10474","CL"
"10475","ZN"
"10476","nan"
"10477","ZN"
"10478","MG"
"10479","CA"
"10480","MG"
"10481","nan"
"10482","CA"
"10483","MG"
"10484","ZN"
"10485","ZN"
"10486","MG"
"10487","MG"
"10488","MG"
"10489","MG"
"10490","CL"
"10491","MG"
"10492","ZN"
"10493","MN"
"10494","CA"
"10495","ZN"
"10496","CA"
"10497","CD"
"10498","CL"
"10499","CL"
"10500","CA"
"10501","MG"
"10502","CL"
"10503","nan"
"10504","CA"
"10505","BR"
"10506","ZN"
"10507","CA"
"10508","CL"
"10509","ZN"
"10510","CL"
"10511","CA"
"10512","CL"
"10513","CA"
"10514","ZN"
"10515","ZN"
"10516","ZN"
"10517","CL"
"10518","ZN"
"10519","MG"
"10520","CL"
"10521","CA"
"10522","ZN"
"10523","MG"
"10524","CL"
"10525","CL"
"10526","CL"
"10527","ZN"
"10528","MG"
"10529","CL"
"10530","MG"
"10531","CL"
"10532","CA"
"10533","CL"
"10534","MG"
"10535","CL"
"10536","CA"
"10537","CL"
"10538","CL"
"10539","IMD"
"10540","ZN"
"10541","ZN"
"10542","CL"
"10543","CL"
"10544","CL"
"10545","MN"
"10546","CA"
"10547","ZN"
"10548","ZN"
"10549","ZN"
"10550","CA"
"10551","CA"
"10552","CA"
"10553","CA"
"10554","ZN"
"10555","CA"
"10556","CL"
"10557","CL"
"10558","IOD"
"10559","CL"
"10560","CL"
"10561","CA"
"10562","CL"
"10563","CA"
"10564","CL"
"10565","CL"
"10566","CA"
"10567","ZN"
"10568","ZN"
"10569","CL"
"10570","MG"
"10571","CA"
"10572","CL"
"10573","nan"
"10574","ZN"
"10575","CA"
"10576","CL"
"10577","CL"
"10578","CA"
"10579","CL"
"10580","MG"
"10581","MG"
"10582","MN"
"10583","MG"
"10584","CL"
"10585","MG"
"10586","CL"
"10587","CL"
"10588","CL"
"10589","MG"
"10590","CA"
"10591","ZN"
"10592","CL"
"10593","CL"
"10594","MG"
"10595","ZN"
"10596","CA"
"10597","MG"
"10598","nan"
"10599","CA"
"10600","CL"
"10601","CA"
"10602","ZN"
"10603","MG"
"10604","MG"
"10605","CL"
"10606","CL"
"10607","ZN"
"10608","MG"
"10609","ZN"
"10610","ZN"
"10611","CA"
"10612","CA"
"10613","CL"
"10614","CA"
"10615","ZN"
"10616","CL"
"10617","CL"
"10618","CL"
"10619","CA"
"10620","CL"
"10621","nan"
"10622","ZN"
"10623","CA"
"10624","ZN"
"10625","MG"
"10626","CL"
"10627","MN"
"10628","MG"
"10629","MG"
"10630","CL"
"10631","MG"
"10632","CA"
"10633","CL"
"10634","MG"
"10635","CA"
"10636","CA"
"10637","CL"
"10638","MG"
"10639","CL"
"10640","CL"
"10641","CL"
"10642","CL"
"10643","CL"
"10644","MG"
"10645","CL"
"10646","CA"
"10647","CA"
"10648","MG"
"10649","CA"
"10650","CL"
"10651","CA"
"10652","nan"
"10653","CL"
"10654","CA"
"10655","CL"
"10656","MN"
"10657","CL"
"10658","CL"
"10659","MG"
"10660","CA"
"10661","ZN"
"10662","CA"
"10663","CL"
"10664","CL"
"10665","CA"
"10666","CL"
"10667","CL"
"10668","CL"
"10669","nan"
"10670","CL"
"10671","CA"
"10672","MG"
"10673","MG"
"10674","CA"
"10675","CL"
"10676","CL"
"10677","nan"
"10678","CL"
"10679","CA"
"10680","CD"
"10681","CL"
"10682","ZN"
"10683","K"
"10684","CA"
"10685","CA"
"10686","ZN"
"10687","CL"
"10688","ZN"
"10689","CL"
"10690","MG"
"10691","CL"
"10692","CL"
"10693","CA"
"10694","ZN"
"10695","K"
"10696","CA"
"10697","CL"
"10698","CL"
"10699","FE"
"10700","MG"
"10701","MG"
"10702","MN"
"10703","nan"
"10704","CL"
"10705","CL"
"10706","CA"
"10707","CA"
"10708","CL"
"10709","ZN"
"10710","CL"
"10711","CL"
"10712","ZN"
"10713","CA"
"10714","ZN"
"10715","CA"
"10716","ZN"
"10717","MG"
"10718","ZN"
"10719","CA"
"10720","MG"
"10721","CA"
"10722","ZN"
"10723","CA"
"10724","CL"
"10725","CL"
"10726","CL"
"10727","CL"
"10728","CL"
"10729","CL"
"10730","MG"
"10731","CA"
"10732","CL"
"10733","MG"
"10734","nan"
"10735","CL"
"10736","CA"
"10737","CA"
"10738","CL"
"10739","MG"
"10740","CL"
"10741","CL"
"10742","MG"
"10743","CL"
"10744","ZN"
"10745","nan"
"10746","CA"
"10747","CA"
"10748","CA"
"10749","nan"
"10750","nan"
"10751","nan"
"10752","nan"
"10753","nan"
"10754","ZN"
"10755","CL"
"10756","CL"
"10757","CL"
"10758","CA"
"10759","CL"
"10760","ZN"
"10761","CA"
"10762","CA"
"10763","IOD"
"10764","ZN"
"10765","CL"
"10766","CL"
"10767","CA"
"10768","MG"
"10769","CA"
"10770","CL"
"10771","CA"
"10772","CL"
"10773","CA"
"10774","CA"
"10775","CL"
"10776","CL"
"10777","CL"
"10778","IMD"
"10779","CL"
"10780","CA"
"10781","CA"
"10782","MG"
"10783","MG"
"10784","MG"
"10785","MG"
"10786","CL"
"10787","CL"
"10788","CL"
"10789","ZN"
"10790","CL"
"10791","CA"
"10792","nan"
"10793","ZN"
"10794","CL"
"10795","nan"
"10796","MG"
"10797","MG"
"10798","MG"
"10799","ZN"
"10800","CA"
"10801","CA"
"10802","MG"
"10803","CA"
"10804","CL"
"10805","CL"
"10806","CA"
"10807","MG"
"10808","IMD"
"10809","MG"
"10810","MG"
"10811","MG"
"10812","MG"
"10813","SF4"
"10814","MG"
"10815","ZN"
"10816","MG"
"10817","CL"
"10818","CL"
"10819","CA"
"10820","CA"
"10821","CL"
"10822","CL"
"10823","MG"
"10824","MG"
"10825","CA"
"10826","CL"
"10827","CL"
"10828","CA"
"10829","CL"
"10830","CA"
"10831","ZN"
"10832","nan"
"10833","CA"
"10834","CL"
"10835","ZN"
"10836","CA"
"10837","CL"
"10838","MG"
"10839","ZN"
"10840","ZN"
"10841","CA"
"10842","CA"
"10843","CA"
"10844","CA"
"10845","CL"
"10846","ZN"
"10847","MG"
"10848","ZN"
"10849","CL"
"10850","CA"
"10851","MN"
"10852","MN"
"10853","ZN"
"10854","CA"
"10855","CA"
"10856","ZN"
"10857","CL"
"10858","ZN"
"10859","ZN"
"10860","CL"
"10861","CA"
"10862","CA"
"10863","CL"
"10864","CL"
"10865","MBO"
"10866","CA"
"10867","FE"
"10868","CL"
"10869","CL"
"10870","CL"
"10871","ZN"
"10872","ZN"
"10873","FE"
"10874","CL"
"10875","CL"
"10876","nan"
"10877","CA"
"10878","CL"
"10879","MN"
"10880","MG"
"10881","CL"
"10882","CL"
"10883","CL"
"10884","CL"
"10885","CA"
"10886","ZN"
"10887","CA"
"10888","CA"
"10889","CL"
"10890","CA"
"10891","nan"
"10892","MN"
"10893","CA"
"10894","MG"
"10895","CA"
"10896","CA"
"10897","CL"
"10898","K"
"10899","MG"
"10900","ZN"
"10901","CA"
"10902","ZN"
"10903","CL"
"10904","CL"
"10905","ZN"
"10906","CA"
"10907","CA"
"10908","CA"
"10909","ZN"
"10910","CA"
"10911","ZN"
"10912","MG"
"10913","CA"
"10914","CL"
"10915","ZN"
"10916","CL"
"10917","CL"
"10918","nan"
"10919","CA"
"10920","MG"
"10921","ZN"
"10922","ZN"
"10923","MG"
"10924","nan"
"10925","ZN"
"10926","ZN"
"10927","CL"
"10928","ZN"
"10929","CL"
"10930","CL"
"10931","CA"
"10932","CA"
"10933","CA"
"10934","IOD"
"10935","CL"
"10936","MG"
"10937","MN"
"10938","IMD"
"10939","CL"
"10940","nan"
"10941","MN"
"10942","CA"
"10943","CL"
"10944","CL"
"10945","MG"
"10946","MG"
"10947","ZN"
"10948","nan"
"10949","nan"
"10950","CL"
"10951","MG"
"10952","CL"
"10953","CL"
"10954","MG"
"10955","MG"
"10956","CA"
"10957","CL"
"10958","CA"
"10959","CL"
"10960","CL"
"10961","CL"
"10962","MG"
"10963","MG"
"10964","MG"
"10965","ZN"
"10966","CA"
"10967","CL"
"10968","CL"
"10969","CL"
"10970","CA"
"10971","CL"
"10972","CA"
"10973","CL"
"10974","MG"
"10975","ZN"
"10976","CU"
"10977","K"
"10978","MG"
"10979","FE"
"10980","CL"
"10981","CL"
"10982","MN"
"10983","MG"
"10984","CL"
"10985","CL"
"10986","CL"
"10987","CL"
"10988","CL"
"10989","CL"
"10990","MG"
"10991","CA"
"10992","CL"
"10993","FE"
"10994","CL"
"10995","CL"
"10996","CL"
"10997","ZN"
"10998","ZN"
"10999","CL"
"11000","ZN"
"11001","CA"
"11002","CL"
"11003","CA"
"11004","ZN"
"11005","CA"
"11006","CL"
"11007","CA"
"11008","CL"
"11009","CL"
"11010","CL"
"11011","CA"
"11012","MG"
"11013","ZN"
"11014","CA"
"11015","CL"
"11016","ZN"
"11017","CL"
"11018","CA"
"11019","CL"
"11020","MG"
"11021","CL"
"11022","CL"
"11023","CA"
"11024","MG"
"11025","MG"
"11026","CL"
"11027","CL"
"11028","CL"
"11029","MG"
"11030","CL"
"11031","CA"
"11032","nan"
"11033","CL"
"11034","CL"
"11035","BR"
"11036","CL"
"11037","CA"
"11038","CA"
"11039","CL"
"11040","MN"
"11041","CA"
"11042","SF4"
"11043","ZN"
"11044","nan"
"11045","CA"
"11046","CL"
"11047","ZN"
"11048","MN"
"11049","CL"
"11050","CA"
"11051","CA"
"11052","MG"
"11053","CA"
"11054","ZN"
"11055","ZN"
"11056","MN"
"11057","SF4"
"11058","CD"
"11059","ZN"
"11060","CL"
"11061","CL"
"11062","nan"
"11063","ZN"
"11064","CL"
"11065","CL"
"11066","CA"
"11067","MG"
"11068","CL"
"11069","CL"
"11070","FE"
"11071","CL"
"11072","CL"
"11073","ZN"
"11074","CL"
"11075","nan"
"11076","MG"
"11077","CL"
"11078","MG"
"11079","MG"
"11080","CA"
"11081","CA"
"11082","ZN"
"11083","K"
"11084","ZN"
"11085","CA"
"11086","nan"
"11087","nan"
"11088","MG"
"11089","CA"
"11090","ZN"
"11091","CL"
"11092","ZN"
"11093","CA"
"11094","nan"
"11095","CL"
"11096","CA"
"11097","MN"
"11098","MG"
"11099","CL"
"11100","CL"
"11101","CA"
"11102","CA"
"11103","CL"
"11104","CL"
"11105","nan"
"11106","CA"
"11107","CA"
"11108","BEN"
"11109","nan"
"11110","CL"
"11111","CL"
"11112","ZN"
"11113","CA"
"11114","MG"
"11115","CL"
"11116","CA"
"11117","ZN"
"11118","CA"
"11119","MG"
"11120","CL"
"11121","CA"
"11122","CL"
"11123","ZN"
"11124","MG"
"11125","ZN"
"11126","MG"
"11127","CA"
"11128","CL"
"11129","CA"
"11130","CA"
"11131","MG"
"11132","nan"
"11133","CA"
"11134","MN"
"11135","CL"
"11136","CL"
"11137","MG"
"11138","ZN"
"11139","CA"
"11140","CL"
"11141","CL"
"11142","CL"
"11143","CA"
"11144","CD"
"11145","CD"
"11146","MN"
"11147","CL"
"11148","CL"
"11149","CL"
"11150","CL"
"11151","CL"
"11152","CL"
"11153","CL"
"11154","CL"
"11155","nan"
"11156","CL"
"11157","CL"
"11158","CA"
"11159","ZN"
"11160","ZN"
"11161","CA"
"11162","CL"
"11163","ZN"
"11164","CA"
"11165","MG"
"11166","CL"
"11167","CL"
"11168","CL"
"11169","MG"
"11170","nan"
"11171","MG"
"11172","CA"
"11173","MG"
"11174","CA"
"11175","CL"
"11176","CL"
"11177","ZN"
"11178","MG"
"11179","ZN"
"11180","MG"
"11181","CA"
"11182","CL"
"11183","CA"
"11184","CA"
"11185","CA"
"11186","CL"
"11187","ZN"
"11188","MG"
"11189","ZN"
"11190","MG"
"11191","CA"
"11192","MN"
"11193","MG"
"11194","CL"
"11195","nan"
"11196","CL"
"11197","ZN"
"11198","nan"
"11199","CL"
"11200","MG"
"11201","MG"
"11202","CL"
"11203","CL"
"11204","MG"
"11205","CL"
"11206","CA"
"11207","MN"
"11208","MG"
"11209","CL"
"11210","CL"
"11211","CL"
"11212","CL"
"11213","MG"
"11214","CL"
"11215","MG"
"11216","CA"
"11217","CL"
"11218","CL"
"11219","CL"
"11220","MG"
"11221","CL"
"11222","CL"
"11223","CL"
"11224","ZN"
"11225","CL"
"11226","ZN"
"11227","ZN"
"11228","CL"
"11229","MG"
"11230","MG"
"11231","CL"
"11232","CA"
"11233","ZN"
"11234","CA"
"11235","MG"
"11236","nan"
"11237","CL"
"11238","MG"
"11239","FE"
"11240","MG"
"11241","CL"
"11242","CL"
"11243","MN"
"11244","MN"
"11245","CL"
"11246","CA"
"11247","ZN"
"11248","nan"
"11249","MG"
"11250","CA"
"11251","nan"
"11252","CA"
"11253","CL"
"11254","CL"
"11255","CL"
"11256","FE"
"11257","CL"
"11258","MN"
"11259","CL"
"11260","ZN"
"11261","CA"
"11262","ZN"
"11263","CA"
"11264","CL"
"11265","CL"
"11266","CA"
"11267","ZN"
"11268","CL"
"11269","ZN"
"11270","ZN"
"11271","CA"
"11272","CA"
"11273","MG"
"11274","CL"
"11275","CL"
"11276","CL"
"11277","CL"
"11278","ZN"
"11279","CL"
"11280","CA"
"11281","ZN"
"11282","MG"
"11283","ZN"
"11284","SF4"
"11285","FES"
"11286","ZN"
"11287","ZN"
"11288","CA"
"11289","CA"
"11290","CA"
"11291","CL"
"11292","CL"
"11293","CL"
"11294","CL"
"11295","MG"
"11296","CL"
"11297","nan"
"11298","CL"
"11299","MG"
"11300","CL"
"11301","CA"
"11302","MG"
"11303","CA"
"11304","CL"
"11305","CL"
"11306","CL"
"11307","MN"
"11308","ZN"
"11309","ZN"
"11310","ZN"
"11311","CL"
"11312","ZN"
"11313","CA"
"11314","CL"
"11315","CL"
"11316","CA"
"11317","CA"
"11318","CL"
"11319","MG"
"11320","CL"
"11321","CL"
"11322","CA"
"11323","CA"
"11324","CA"
"11325","ZN"
"11326","CA"
"11327","MN"
"11328","ZN"
"11329","CL"
"11330","CL"
"11331","CL"
"11332","CA"
"11333","MG"
"11334","CL"
"11335","CA"
"11336","CA"
"11337","CA"
"11338","CA"
"11339","nan"
"11340","CA"
"11341","CL"
"11342","CA"
"11343","CL"
"11344","CA"
"11345","SF4"
"11346","CA"
"11347","ZN"
"11348","CA"
"11349","ZN"
"11350","MG"
"11351","nan"
"11352","CL"
"11353","MG"
"11354","CA"
"11355","CA"
"11356","ZN"
"11357","CL"
"11358","ZN"
"11359","CL"
"11360","CA"
"11361","CA"
"11362","CA"
"11363","CL"
"11364","CA"
"11365","CA"
"11366","ZN"
"11367","CA"
"11368","CL"
"11369","ZN"
"11370","CL"
"11371","ZN"
"11372","CL"
"11373","MG"
"11374","CA"
"11375","MG"
"11376","MG"
"11377","ZN"
"11378","CL"
"11379","CL"
"11380","MG"
"11381","MN"
"11382","ZN"
"11383","CA"
"11384","CA"
"11385","CL"
"11386","CA"
"11387","CL"
"11388","CA"
"11389","MG"
"11390","CL"
"11391","MG"
"11392","ZN"
"11393","CA"
"11394","ZN"
"11395","ZN"
"11396","MG"
"11397","nan"
"11398","ZN"
"11399","ZN"
"11400","CA"
"11401","CL"
"11402","CA"
"11403","CA"
"11404","nan"
"11405","CL"
"11406","MG"
"11407","CL"
"11408","CL"
"11409","nan"
"11410","MG"
"11411","CA"
"11412","CA"
"11413","CA"
"11414","CA"
"11415","CL"
"11416","CA"
"11417","MG"
"11418","CL"
"11419","MG"
"11420","CL"
"11421","MG"
"11422","MG"
"11423","CL"
"11424","nan"
"11425","nan"
"11426","nan"
"11427","CA"
"11428","CL"
"11429","CA"
"11430","CA"
"11431","CA"
"11432","CL"
"11433","CL"
"11434","CL"
"11435","ZN"
"11436","ZN"
"11437","ZN"
"11438","CA"
"11439","CA"
"11440","CA"
"11441","CA"
"11442","CL"
"11443","MG"
"11444","MG"
"11445","ZN"
"11446","CL"
"11447","CL"
"11448","CA"
"11449","CL"
"11450","CL"
"11451","CA"
"11452","MG"
"11453","nan"
"11454","CA"
"11455","CA"
"11456","CA"
"11457","MG"
"11458","CL"
"11459","CL"
"11460","CL"
"11461","ZN"
"11462","ZN"
"11463","MG"
"11464","CL"
"11465","CA"
"11466","CL"
"11467","CA"
"11468","CL"
"11469","CL"
"11470","CL"
"11471","CA"
"11472","CL"
"11473","CL"
"11474","MG"
"11475","MG"
"11476","nan"
"11477","CA"
"11478","CA"
"11479","CA"
"11480","CA"
"11481","CL"
"11482","ZN"
"11483","nan"
"11484","CL"
"11485","MG"
"11486","CL"
"11487","CL"
"11488","CA"
"11489","CA"
"11490","CL"
"11491","ZN"
"11492","ZN"
"11493","CL"
"11494","MG"
"11495","MG"
"11496","CA"
"11497","CL"
"11498","ZN"
"11499","CL"
"11500","MG"
"11501","MG"
"11502","CL"
"11503","CL"
"11504","CL"
"11505","CL"
"11506","CA"
"11507","ZN"
"11508","CL"
"11509","CL"
"11510","ZN"
"11511","CA"
"11512","MN"
"11513","CA"
"11514","CL"
"11515","MG"
"11516","CA"
"11517","ZN"
"11518","MG"
"11519","CA"
"11520","CA"
"11521","CA"
"11522","ZN"
"11523","MN"
"11524","ZN"
"11525","SF4"
"11526","ZN"
"11527","CL"
"11528","MG"
"11529","CA"
"11530","CL"
"11531","CA"
"11532","SF4"
"11533","ZN"
"11534","ZN"
"11535","CA"
"11536","CL"
"11537","MG"
"11538","CL"
"11539","CL"
"11540","MG"
"11541","CL"
"11542","CL"
"11543","CL"
"11544","CL"
"11545","CA"
"11546","CL"
"11547","MG"
"11548","CU"
"11549","MG"
"11550","CL"
"11551","CA"
"11552","MG"
"11553","MG"
"11554","nan"
"11555","MG"
"11556","CA"
"11557","CA"
"11558","nan"
"11559","CA"
"11560","CA"
"11561","CL"
"11562","CL"
"11563","CL"
"11564","CL"
"11565","CA"
"11566","CL"
"11567","MN"
"11568","CL"
"11569","CA"
"11570","CA"
"11571","MG"
"11572","MG"
"11573","CL"
"11574","CL"
"11575","ZN"
"11576","CL"
"11577","MG"
"11578","MG"
"11579","CL"
"11580","CL"
"11581","CL"
"11582","nan"
"11583","ZN"
"11584","CL"
"11585","CL"
"11586","CA"
"11587","CA"
"11588","CA"
"11589","MG"
"11590","CA"
"11591","CA"
"11592","CL"
"11593","CA"
"11594","CL"
"11595","CL"
"11596","CL"
"11597","CL"
"11598","CL"
"11599","nan"
"11600","ZN"
"11601","CL"
"11602","CL"
"11603","CL"
"11604","nan"
"11605","ZN"
"11606","ZN"
"11607","ZN"
"11608","CL"
"11609","ZN"
"11610","CL"
"11611","MG"
"11612","CA"
"11613","ZN"
"11614","CL"
"11615","MG"
"11616","CA"
"11617","CL"
"11618","CA"
"11619","CL"
"11620","ZN"
"11621","ZN"
"11622","CA"
"11623","CA"
"11624","CL"
"11625","ZN"
"11626","CL"
"11627","CA"
"11628","MG"
"11629","CL"
"11630","CL"
"11631","CL"
"11632","CL"
"11633","CL"
"11634","MG"
"11635","CA"
"11636","CA"
"11637","ZN"
"11638","CL"
"11639","CL"
"11640","nan"
"11641","MN"
"11642","MN"
"11643","CL"
"11644","CL"
"11645","ZN"
"11646","MG"
"11647","CL"
"11648","CA"
"11649","CA"
"11650","IMD"
"11651","ZN"
"11652","ZN"
"11653","MN"
"11654","CL"
"11655","MG"
"11656","MG"
"11657","CA"
"11658","CL"
"11659","CL"
"11660","CL"
"11661","nan"
"11662","MG"
"11663","CL"
"11664","ZN"
"11665","CL"
"11666","MG"
"11667","nan"
"11668","MG"
"11669","CL"
"11670","CL"
"11671","CL"
"11672","MG"
"11673","CA"
"11674","CA"
"11675","nan"
"11676","ZN"
"11677","CA"
"11678","CL"
"11679","CL"
"11680","CA"
"11681","MN"
"11682","MN"
"11683","CL"
"11684","CA"
"11685","ZN"
"11686","MG"
"11687","nan"
"11688","nan"
"11689","MG"
"11690","ZN"
"11691","ZN"
"11692","CL"
"11693","MG"
"11694","CA"
"11695","CL"
"11696","MG"
"11697","CA"
"11698","CL"
"11699","CL"
"11700","ZN"
"11701","ZN"
"11702","CL"
"11703","CA"
"11704","MG"
"11705","CL"
"11706","CA"
"11707","CL"
"11708","CL"
"11709","CA"
"11710","CL"
"11711","CL"
"11712","CL"
"11713","CL"
"11714","CA"
"11715","CA"
"11716","MG"
"11717","CL"
"11718","ZN"
"11719","ZN"
"11720","MN"
"11721","MG"
"11722","CL"
"11723","SF4"
"11724","ZN"
"11725","CL"
"11726","ZN"
"11727","CL"
"11728","CA"
"11729","CL"
"11730","CA"
"11731","ZN"
"11732","CL"
"11733","CL"
"11734","CL"
"11735","CA"
"11736","CA"
"11737","CA"
"11738","CL"
"11739","nan"
"11740","CA"
"11741","CA"
"11742","CA"
"11743","MN"
"11744","CA"
"11745","CA"
"11746","ZN"
"11747","MG"
"11748","CL"
"11749","CL"
"11750","CA"
"11751","CL"
"11752","MN"
"11753","ZN"
"11754","CL"
"11755","CA"
"11756","CL"
"11757","CA"
"11758","CA"
"11759","CA"
"11760","CL"
"11761","nan"
"11762","CA"
"11763","nan"
"11764","CL"
"11765","ZN"
"11766","ZN"
"11767","ZN"
"11768","FE"
"11769","MG"
"11770","MG"
"11771","CA"
"11772","CA"
"11773","ZN"
"11774","ZN"
"11775","CL"
"11776","CA"
"11777","CL"
"11778","CL"
"11779","ZN"
"11780","CL"
"11781","ZN"
"11782","ZN"
"11783","CL"
"11784","MG"
"11785","CL"
"11786","ZN"
"11787","CL"
"11788","MG"
"11789","CA"
"11790","CL"
"11791","MG"
"11792","CU"
"11793","MG"
"11794","MG"
"11795","ZN"
"11796","MG"
"11797","ZN"
"11798","CL"
"11799","CL"
"11800","CA"
"11801","CA"
"11802","MG"
"11803","MG"
"11804","ZN"
"11805","CA"
"11806","CA"
"11807","nan"
"11808","MG"
"11809","MG"
"11810","CL"
"11811","MN"
"11812","CL"
"11813","CA"
"11814","CA"
"11815","CL"
"11816","CA"
"11817","CA"
"11818","CA"
"11819","CL"
"11820","CA"
"11821","CA"
"11822","CL"
"11823","CL"
"11824","CL"
"11825","CL"
"11826","CL"
"11827","nan"
"11828","CL"
"11829","CA"
"11830","MG"
"11831","CA"
"11832","CL"
"11833","MG"
"11834","MG"
"11835","CL"
"11836","ZN"
"11837","CA"
"11838","CL"
"11839","MG"
"11840","CL"
"11841","CL"
"11842","CL"
"11843","nan"
"11844","CA"
"11845","CL"
"11846","nan"
"11847","MG"
"11848","nan"
"11849","ZN"
"11850","CL"
"11851","CL"
"11852","CL"
"11853","CA"
"11854","nan"
"11855","CA"
"11856","CA"
"11857","CA"
"11858","CA"
"11859","CA"
"11860","CA"
"11861","CA"
"11862","CL"
"11863","CL"
"11864","CA"
"11865","CA"
"11866","CA"
"11867","CL"
"11868","CL"
"11869","MN"
"11870","MG"
"11871","ZN"
"11872","CL"
"11873","CL"
"11874","CL"
"11875","ZN"
"11876","CA"
"11877","CA"
"11878","MG"
"11879","CL"
"11880","CA"
"11881","CL"
"11882","CL"
"11883","CA"
"11884","CA"
"11885","CA"
"11886","CA"
"11887","MG"
"11888","MG"
"11889","nan"
"11890","ZN"
"11891","CA"
"11892","CA"
"11893","nan"
"11894","CA"
"11895","CA"
"11896","CA"
"11897","CA"
"11898","CL"
"11899","CL"
"11900","MG"
"11901","CA"
"11902","CL"
"11903","ZN"
"11904","CL"
"11905","MG"
"11906","MN"
"11907","CL"
