"","res_name_group"
"10404","CA"
"10405","nan"
"10406","nan"
"10407","CL"
"10408","nan"
"10409","nan"
"10410","CL"
"10411","MG"
"10412","CA"
"10413","CL"
"10414","CL"
"10415","CL"
"10416","MG"
"10417","MG"
"10418","MN"
"10419","CL"
"10420","CL"
"10421","ZN"
"10422","CA"
"10423","CL"
"10424","CL"
"10425","ZN"
"10426","CA"
"10427","ZN"
"10428","ZN"
"10429","MG"
"10430","CL"
"10431","CA"
"10432","CL"
"10433","CL"
"10434","MG"
"10435","ZN"
"10436","CA"
"10437","MG"
"10438","ZN"
"10439","CL"
"10440","CL"
"10441","EDO_BME_ETA"
"10442","CL"
"10443","CA"
"10444","CL"
"10445","CL"
"10446","MG"
"10447","CA"
"10448","nan"
"10449","nan"
"10450","CL"
"10451","CL"
"10452","CA"
"10453","MG"
"10454","MG"
"10455","MG"
"10456","MG"
"10457","MG"
"10458","MG"
"10459","MG"
"10460","CL"
"10461","MG"
"10462","MG"
"10463","CL"
"10464","CL"
"10465","CL"
"10466","MG"
"10467","CL"
"10468","CL"
"10469","CA"
"10470","CA"
"10471","CA"
"10472","CL"
"10473","CL"
"10474","CL"
"10475","CA"
"10476","MG"
"10477","ZN"
"10478","MG"
"10479","CA"
"10480","EDO_BME_ETA"
"10481","EDO_BME_ETA"
"10482","CA"
"10483","EDO_BME_ETA"
"10484","ZN"
"10485","CA"
"10486","CA"
"10487","MG"
"10488","MG"
"10489","MG"
"10490","CL"
"10491","nan"
"10492","CA"
"10493","MN"
"10494","CL"
"10495","ZN"
"10496","CL"
"10497","ZN"
"10498","CL"
"10499","nan"
"10500","MG"
"10501","CA"
"10502","nan"
"10503","CL"
"10504","CA"
"10505","CA"
"10506","CA"
"10507","CA"
"10508","CL"
"10509","ZN"
"10510","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"10511","CA"
"10512","CA"
"10513","CA"
"10514","ZN"
"10515","MG"
"10516","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"10517","CL"
"10518","MG"
"10519","CL"
"10520","CL"
"10521","CA"
"10522","CL"
"10523","MG"
"10524","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"10525","CL"
"10526","MG"
"10527","ZN"
"10528","MG"
"10529","CA"
"10530","MN"
"10531","CA"
"10532","CA"
"10533","CL"
"10534","MG"
"10535","CL"
"10536","MG"
"10537","CL"
"10538","CL"
"10539","EDO_BME_ETA"
"10540","CA"
"10541","CA"
"10542","CL"
"10543","CA"
"10544","CL"
"10545","CA"
"10546","CA"
"10547","SF4_F3S"
"10548","MG"
"10549","MG"
"10550","MG"
"10551","CA"
"10552","CA"
"10553","CA"
"10554","nan"
"10555","CA"
"10556","CA"
"10557","CL"
"10558","ZN"
"10559","CA"
"10560","CA"
"10561","CA"
"10562","CL"
"10563","CA"
"10564","CA"
"10565","CL"
"10566","CA"
"10567","ZN"
"10568","ZN"
"10569","nan"
"10570","MG"
"10571","CA"
"10572","CL"
"10573","MG"
"10574","CL"
"10575","CA"
"10576","CA"
"10577","nan"
"10578","MN"
"10579","CL"
"10580","MG"
"10581","CA"
"10582","CA"
"10583","MG"
"10584","CL"
"10585","MG"
"10586","CL"
"10587","CL"
"10588","CL"
"10589","MG"
"10590","CA"
"10591","ZN"
"10592","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"10593","CA"
"10594","CA"
"10595","ZN"
"10596","MG"
"10597","CA"
"10598","EDO_BME_ETA"
"10599","CA"
"10600","CA"
"10601","nan"
"10602","ZN"
"10603","MG"
"10604","MG"
"10605","CL"
"10606","CL"
"10607","MN"
"10608","ZN"
"10609","MG"
"10610","CA"
"10611","CA"
"10612","ZN"
"10613","nan"
"10614","CA"
"10615","CA"
"10616","MG"
"10617","CL"
"10618","CL"
"10619","CA"
"10620","CA"
"10621","CL"
"10622","ZN"
"10623","ZN"
"10624","CA"
"10625","NAG_NDG_A2G_NGA_MAG"
"10626","CL"
"10627","CA"
"10628","EDO_BME_ETA"
"10629","MG"
"10630","CL"
"10631","MG"
"10632","MG"
"10633","CA"
"10634","MG"
"10635","CA"
"10636","CA"
"10637","CL"
"10638","MG"
"10639","CL"
"10640","CL"
"10641","CL"
"10642","MG"
"10643","ZN"
"10644","MG"
"10645","CL"
"10646","ZN"
"10647","CA"
"10648","MG"
"10649","MG"
"10650","EDO_BME_ETA"
"10651","MG"
"10652","MG"
"10653","MG"
"10654","CA"
"10655","CL"
"10656","CA"
"10657","CL"
"10658","CL"
"10659","CA"
"10660","CA"
"10661","ZN"
"10662","ZN"
"10663","CL"
"10664","CL"
"10665","CA"
"10666","CL"
"10667","CL"
"10668","CL"
"10669","MG"
"10670","CL"
"10671","SF4_F3S"
"10672","CA"
"10673","MG"
"10674","MG"
"10675","CL"
"10676","CL"
"10677","nan"
"10678","CL"
"10679","CA"
"10680","ZN"
"10681","CL"
"10682","CL"
"10683","ZN"
"10684","MG"
"10685","MG"
"10686","CA"
"10687","CL"
"10688","ZN"
"10689","CA"
"10690","MG"
"10691","CL"
"10692","MG"
"10693","CA"
"10694","ZN"
"10695","MG"
"10696","ZN"
"10697","nan"
"10698","MG"
"10699","MN"
"10700","MG"
"10701","MG"
"10702","MN"
"10703","MG"
"10704","CL"
"10705","CA"
"10706","CA"
"10707","CA"
"10708","CL"
"10709","ZN"
"10710","CL"
"10711","nan"
"10712","HEM"
"10713","CA"
"10714","ZN"
"10715","CA"
"10716","ZN"
"10717","MG"
"10718","ZN"
"10719","ZN"
"10720","MG"
"10721","CA"
"10722","CA"
"10723","CL"
"10724","CL"
"10725","CL"
"10726","CL"
"10727","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"10728","CA"
"10729","CL"
"10730","CL"
"10731","CA"
"10732","CA"
"10733","MG"
"10734","nan"
"10735","CL"
"10736","CA"
"10737","ZN"
"10738","CL"
"10739","MG"
"10740","ZN"
"10741","CL"
"10742","MG"
"10743","MG"
"10744","CL"
"10745","MG"
"10746","CA"
"10747","MG"
"10748","CA"
"10749","MYR_LDA"
"10750","ZN"
"10751","ZN"
"10752","ZN"
"10753","ZN"
"10754","CL"
"10755","CL"
"10756","CL"
"10757","CL"
"10758","ZN"
"10759","CL"
"10760","ZN"
"10761","CA"
"10762","MG"
"10763","ZN"
"10764","CA"
"10765","CA"
"10766","CL"
"10767","CA"
"10768","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10769","MG"
"10770","CL"
"10771","ZN"
"10772","CL"
"10773","CA"
"10774","CA"
"10775","nan"
"10776","CL"
"10777","CL"
"10778","MG"
"10779","CL"
"10780","CA"
"10781","MG"
"10782","MG"
"10783","MG"
"10784","MG"
"10785","MG"
"10786","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"10787","CL"
"10788","CL"
"10789","CA"
"10790","MG"
"10791","CA"
"10792","MG"
"10793","MN"
"10794","CL"
"10795","CL"
"10796","MG"
"10797","MG"
"10798","ZN"
"10799","ZN"
"10800","MG"
"10801","CA"
"10802","CL"
"10803","CA"
"10804","CL"
"10805","CL"
"10806","CA"
"10807","MG"
"10808","MG"
"10809","MG"
"10810","MG"
"10811","MG"
"10812","MG"
"10813","SF4_F3S"
"10814","CA"
"10815","HEM"
"10816","MG"
"10817","CL"
"10818","CL"
"10819","ZN"
"10820","ZN"
"10821","CL"
"10822","CL"
"10823","MG"
"10824","MG"
"10825","CA"
"10826","CL"
"10827","CL"
"10828","MG"
"10829","CL"
"10830","CA"
"10831","MG"
"10832","nan"
"10833","CA"
"10834","CL"
"10835","ZN"
"10836","CA"
"10837","CL"
"10838","ZN"
"10839","CA"
"10840","ZN"
"10841","CA"
"10842","CA"
"10843","CA"
"10844","CA"
"10845","CL"
"10846","HEM"
"10847","CL"
"10848","ZN"
"10849","CL"
"10850","CA"
"10851","CA"
"10852","CA"
"10853","MN"
"10854","CA"
"10855","CA"
"10856","HEM"
"10857","CL"
"10858","MN"
"10859","HEM"
"10860","CL"
"10861","CA"
"10862","CA"
"10863","CL"
"10864","MG"
"10865","ZN"
"10866","CA"
"10867","ZN"
"10868","nan"
"10869","nan"
"10870","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10871","HEM"
"10872","CA"
"10873","CA"
"10874","CL"
"10875","CA"
"10876","CL"
"10877","CA"
"10878","CL"
"10879","CA"
"10880","MG"
"10881","nan"
"10882","CL"
"10883","CL"
"10884","CL"
"10885","CA"
"10886","ZN"
"10887","CA"
"10888","MG"
"10889","CL"
"10890","CA"
"10891","CL"
"10892","MN"
"10893","MG"
"10894","CA"
"10895","CL"
"10896","CA"
"10897","CL"
"10898","CA"
"10899","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"10900","ZN"
"10901","CA"
"10902","ZN"
"10903","CL"
"10904","CL"
"10905","MG"
"10906","CL"
"10907","CA"
"10908","CA"
"10909","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"10910","CA"
"10911","CA"
"10912","MG"
"10913","CL"
"10914","CL"
"10915","CA"
"10916","nan"
"10917","CL"
"10918","MG"
"10919","CA"
"10920","MG"
"10921","MG"
"10922","MG"
"10923","MG"
"10924","nan"
"10925","ZN"
"10926","HEM"
"10927","CL"
"10928","ZN"
"10929","CA"
"10930","CL"
"10931","NAG_NDG_A2G_NGA_MAG"
"10932","CA"
"10933","CA"
"10934","ZN"
"10935","nan"
"10936","MG"
"10937","ZN"
"10938","CL"
"10939","CL"
"10940","MG"
"10941","CA"
"10942","MG"
"10943","CL"
"10944","MG"
"10945","CA"
"10946","MG"
"10947","CA"
"10948","nan"
"10949","nan"
"10950","CL"
"10951","nan"
"10952","CL"
"10953","CL"
"10954","MG"
"10955","MG"
"10956","MG"
"10957","CL"
"10958","MG"
"10959","CL"
"10960","CL"
"10961","CL"
"10962","MG"
"10963","MG"
"10964","MG"
"10965","ZN"
"10966","ZN"
"10967","CL"
"10968","CL"
"10969","CL"
"10970","ZN"
"10971","CL"
"10972","CA"
"10973","CL"
"10974","nan"
"10975","ZN"
"10976","ZN"
"10977","CL"
"10978","MG"
"10979","MG"
"10980","CL"
"10981","CL"
"10982","HEM"
"10983","CL"
"10984","CL"
"10985","CL"
"10986","CL"
"10987","EDO_BME_ETA"
"10988","CL"
"10989","CA"
"10990","MG"
"10991","MN"
"10992","CL"
"10993","ZN"
"10994","CA"
"10995","CL"
"10996","CL"
"10997","ZN"
"10998","MG"
"10999","CL"
"11000","ZN"
"11001","CL"
"11002","CL"
"11003","CA"
"11004","ZN"
"11005","CA"
"11006","CA"
"11007","MG"
"11008","CL"
"11009","CL"
"11010","nan"
"11011","MG"
"11012","CL"
"11013","CA"
"11014","CA"
"11015","CA"
"11016","ZN"
"11017","EDO_BME_ETA"
"11018","MG"
"11019","CL"
"11020","CL"
"11021","CL"
"11022","CL"
"11023","MG"
"11024","MG"
"11025","MG"
"11026","CL"
"11027","CL"
"11028","CL"
"11029","MG"
"11030","nan"
"11031","CA"
"11032","nan"
"11033","MG"
"11034","CL"
"11035","ZN"
"11036","CL"
"11037","CA"
"11038","CA"
"11039","CL"
"11040","MN"
"11041","CA"
"11042","ZN"
"11043","CA"
"11044","CL"
"11045","MG"
"11046","CL"
"11047","ZN"
"11048","HEM"
"11049","CL"
"11050","ZN"
"11051","ZN"
"11052","MG"
"11053","CA"
"11054","CA"
"11055","HEM"
"11056","MN"
"11057","ZN"
"11058","ZN"
"11059","CA"
"11060","nan"
"11061","CL"
"11062","nan"
"11063","ZN"
"11064","ZN"
"11065","CL"
"11066","MG"
"11067","CL"
"11068","MG"
"11069","CL"
"11070","HEM"
"11071","CL"
"11072","CL"
"11073","CL"
"11074","CL"
"11075","nan"
"11076","MG"
"11077","CL"
"11078","MG"
"11079","MG"
"11080","CA"
"11081","CA"
"11082","MN"
"11083","CL"
"11084","ZN"
"11085","nan"
"11086","nan"
"11087","nan"
"11088","MG"
"11089","ZN"
"11090","HEM"
"11091","CL"
"11092","ZN"
"11093","MG"
"11094","nan"
"11095","nan"
"11096","CA"
"11097","CA"
"11098","MG"
"11099","CL"
"11100","CL"
"11101","NAG_NDG_A2G_NGA_MAG"
"11102","CA"
"11103","CL"
"11104","CL"
"11105","nan"
"11106","MG"
"11107","MG"
"11108","MG"
"11109","nan"
"11110","CL"
"11111","CL"
"11112","ZN"
"11113","ZN"
"11114","nan"
"11115","NAG_NDG_A2G_NGA_MAG"
"11116","ZN"
"11117","ZN"
"11118","MG"
"11119","MG"
"11120","MG"
"11121","MG"
"11122","CL"
"11123","CA"
"11124","MG"
"11125","ZN"
"11126","MG"
"11127","CA"
"11128","EDO_BME_ETA"
"11129","CA"
"11130","CA"
"11131","CA"
"11132","nan"
"11133","CA"
"11134","ZN"
"11135","CL"
"11136","CL"
"11137","NAG_NDG_A2G_NGA_MAG"
"11138","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"11139","ZN"
"11140","CL"
"11141","CL"
"11142","MG"
"11143","MG"
"11144","ZN"
"11145","ZN"
"11146","HEM"
"11147","CL"
"11148","CL"
"11149","CA"
"11150","CL"
"11151","CL"
"11152","CL"
"11153","CL"
"11154","CL"
"11155","CL"
"11156","ZN"
"11157","CL"
"11158","NAG_NDG_A2G_NGA_MAG"
"11159","ZN"
"11160","HEM"
"11161","ZN"
"11162","CL"
"11163","ZN"
"11164","MG"
"11165","MG"
"11166","CL"
"11167","CL"
"11168","CL"
"11169","MG"
"11170","MG"
"11171","MG"
"11172","CA"
"11173","MG"
"11174","ZN"
"11175","CL"
"11176","nan"
"11177","ZN"
"11178","MG"
"11179","MN"
"11180","MG"
"11181","CA"
"11182","CL"
"11183","CA"
"11184","CA"
"11185","CA"
"11186","CL"
"11187","NAG_NDG_A2G_NGA_MAG"
"11188","NAG_NDG_A2G_NGA_MAG"
"11189","CA"
"11190","CA"
"11191","HEM"
"11192","HEM"
"11193","MG"
"11194","CL"
"11195","CL"
"11196","CL"
"11197","ZN"
"11198","CL"
"11199","CL"
"11200","MG"
"11201","nan"
"11202","CL"
"11203","CL"
"11204","MG"
"11205","CL"
"11206","MG"
"11207","HEM"
"11208","MG"
"11209","CL"
"11210","MG"
"11211","CL"
"11212","CL"
"11213","MG"
"11214","EDO_BME_ETA"
"11215","MG"
"11216","CA"
"11217","EDO_BME_ETA"
"11218","CL"
"11219","CL"
"11220","MG"
"11221","CL"
"11222","CL"
"11223","CL"
"11224","ZN"
"11225","CL"
"11226","ZN"
"11227","HEM"
"11228","CL"
"11229","MG"
"11230","MG"
"11231","CL"
"11232","CL"
"11233","CL"
"11234","MG"
"11235","CA"
"11236","nan"
"11237","CL"
"11238","MG"
"11239","CA"
"11240","CL"
"11241","CL"
"11242","CL"
"11243","MN"
"11244","MN"
"11245","nan"
"11246","CA"
"11247","MN"
"11248","MG"
"11249","MG"
"11250","CL"
"11251","MG"
"11252","CA"
"11253","CL"
"11254","CL"
"11255","CL"
"11256","CA"
"11257","nan"
"11258","ZN"
"11259","CL"
"11260","CL"
"11261","CA"
"11262","ZN"
"11263","MG"
"11264","EDO_BME_ETA"
"11265","MG"
"11266","ZN"
"11267","ZN"
"11268","CL"
"11269","ZN"
"11270","ZN"
"11271","MG"
"11272","CA"
"11273","MG"
"11274","CL"
"11275","CL"
"11276","EDO_BME_ETA"
"11277","nan"
"11278","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"11279","nan"
"11280","MG"
"11281","ZN"
"11282","nan"
"11283","ZN"
"11284","SF4_F3S"
"11285","SF4_F3S"
"11286","ZN"
"11287","CL"
"11288","CA"
"11289","CA"
"11290","CA"
"11291","CL"
"11292","CA"
"11293","CL"
"11294","CL"
"11295","MG"
"11296","CL"
"11297","nan"
"11298","CL"
"11299","nan"
"11300","CL"
"11301","MG"
"11302","MG"
"11303","CA"
"11304","CL"
"11305","CA"
"11306","CL"
"11307","HEM"
"11308","CA"
"11309","ZN"
"11310","ZN"
"11311","CL"
"11312","ZN"
"11313","MG"
"11314","CL"
"11315","MG"
"11316","CL"
"11317","CA"
"11318","CL"
"11319","CL"
"11320","CL"
"11321","CL"
"11322","CA"
"11323","CL"
"11324","MG"
"11325","ZN"
"11326","CA"
"11327","CA"
"11328","ZN"
"11329","CL"
"11330","CL"
"11331","CL"
"11332","MG"
"11333","nan"
"11334","CL"
"11335","CA"
"11336","CA"
"11337","CA"
"11338","CL"
"11339","CL"
"11340","CA"
"11341","CA"
"11342","CA"
"11343","CL"
"11344","CA"
"11345","ZN"
"11346","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"11347","CL"
"11348","CA"
"11349","HEM"
"11350","nan"
"11351","nan"
"11352","CL"
"11353","nan"
"11354","CA"
"11355","MG"
"11356","CL"
"11357","CL"
"11358","ZN"
"11359","MG"
"11360","CA"
"11361","MG"
"11362","CA"
"11363","CL"
"11364","CA"
"11365","MG"
"11366","CA"
"11367","CA"
"11368","CL"
"11369","CL"
"11370","CL"
"11371","HEM"
"11372","CL"
"11373","MG"
"11374","nan"
"11375","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"11376","MG"
"11377","ZN"
"11378","CL"
"11379","nan"
"11380","nan"
"11381","HEM"
"11382","CL"
"11383","CL"
"11384","MG"
"11385","CA"
"11386","CA"
"11387","CL"
"11388","CA"
"11389","MG"
"11390","CL"
"11391","MG"
"11392","CL"
"11393","HEM"
"11394","ZN"
"11395","ZN"
"11396","nan"
"11397","CL"
"11398","ZN"
"11399","ZN"
"11400","CA"
"11401","CL"
"11402","ZN"
"11403","MG"
"11404","MG"
"11405","CL"
"11406","MG"
"11407","CL"
"11408","CA"
"11409","MG"
"11410","MG"
"11411","CA"
"11412","CA"
"11413","CA"
"11414","CA"
"11415","CL"
"11416","CL"
"11417","MG"
"11418","CL"
"11419","MG"
"11420","CL"
"11421","MG"
"11422","MG"
"11423","CL"
"11424","nan"
"11425","CA"
"11426","nan"
"11427","CA"
"11428","CL"
"11429","ZN"
"11430","ZN"
"11431","MG"
"11432","CL"
"11433","CL"
"11434","MG"
"11435","CA"
"11436","ZN"
"11437","CL"
"11438","ZN"
"11439","ZN"
"11440","CA"
"11441","ZN"
"11442","EDO_BME_ETA"
"11443","MG"
"11444","MG"
"11445","ZN"
"11446","CL"
"11447","CL"
"11448","CA"
"11449","CL"
"11450","nan"
"11451","CA"
"11452","MG"
"11453","MG"
"11454","CA"
"11455","CA"
"11456","nan"
"11457","MG"
"11458","CL"
"11459","CL"
"11460","CA"
"11461","ZN"
"11462","ZN"
"11463","MG"
"11464","CL"
"11465","CA"
"11466","CL"
"11467","MG"
"11468","CL"
"11469","CL"
"11470","CL"
"11471","MG"
"11472","nan"
"11473","CL"
"11474","CA"
"11475","MG"
"11476","nan"
"11477","HEM"
"11478","nan"
"11479","CA"
"11480","CL"
"11481","CL"
"11482","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"11483","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"11484","CL"
"11485","ZN"
"11486","CL"
"11487","nan"
"11488","CA"
"11489","ZN"
"11490","CL"
"11491","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"11492","ZN"
"11493","CL"
"11494","MG"
"11495","PLP_PMP_PLR"
"11496","CA"
"11497","CL"
"11498","CA"
"11499","CL"
"11500","CA"
"11501","MG"
"11502","nan"
"11503","CL"
"11504","CL"
"11505","CL"
"11506","ZN"
"11507","MG"
"11508","CL"
"11509","CL"
"11510","ZN"
"11511","CA"
"11512","HEM"
"11513","CA"
"11514","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"11515","CA"
"11516","CA"
"11517","CA"
"11518","MG"
"11519","MG"
"11520","CA"
"11521","CA"
"11522","MG"
"11523","ZN"
"11524","ZN"
"11525","FES"
"11526","CA"
"11527","CL"
"11528","CA"
"11529","ZN"
"11530","CL"
"11531","nan"
"11532","ZN"
"11533","ZN"
"11534","CA"
"11535","CA"
"11536","CL"
"11537","CA"
"11538","CL"
"11539","CL"
"11540","MG"
"11541","CL"
"11542","CL"
"11543","CL"
"11544","CL"
"11545","MG"
"11546","CL"
"11547","MG"
"11548","ZN"
"11549","CA"
"11550","CL"
"11551","CA"
"11552","MG"
"11553","MG"
"11554","nan"
"11555","MG"
"11556","CA"
"11557","MG"
"11558","CL"
"11559","CA"
"11560","CA"
"11561","MG"
"11562","CL"
"11563","nan"
"11564","CL"
"11565","CA"
"11566","ZN"
"11567","CA"
"11568","CL"
"11569","CA"
"11570","MG"
"11571","CA"
"11572","MG"
"11573","CL"
"11574","CL"
"11575","CL"
"11576","CL"
"11577","MG"
"11578","MG"
"11579","CA"
"11580","CA"
"11581","CL"
"11582","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"11583","CA"
"11584","CL"
"11585","nan"
"11586","CA"
"11587","CA"
"11588","MG"
"11589","MG"
"11590","nan"
"11591","CA"
"11592","CL"
"11593","CA"
"11594","EDO_BME_ETA"
"11595","CL"
"11596","CL"
"11597","CL"
"11598","CL"
"11599","EDO_BME_ETA"
"11600","SF4_F3S"
"11601","CL"
"11602","CL"
"11603","CA"
"11604","MG"
"11605","ZN"
"11606","ZN"
"11607","CL"
"11608","CL"
"11609","CL"
"11610","CL"
"11611","CA"
"11612","CL"
"11613","ZN"
"11614","CA"
"11615","MG"
"11616","CA"
"11617","CL"
"11618","CA"
"11619","CL"
"11620","ZN"
"11621","ZN"
"11622","CA"
"11623","CA"
"11624","nan"
"11625","HEM"
"11626","CL"
"11627","CL"
"11628","MG"
"11629","CL"
"11630","CL"
"11631","CL"
"11632","CL"
"11633","CL"
"11634","MG"
"11635","CA"
"11636","CA"
"11637","ZN"
"11638","CL"
"11639","CL"
"11640","MG"
"11641","HEM"
"11642","ZN"
"11643","CL"
"11644","CL"
"11645","ZN"
"11646","MG"
"11647","CL"
"11648","CA"
"11649","CA"
"11650","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"11651","CL"
"11652","ZN"
"11653","MG"
"11654","CL"
"11655","CL"
"11656","CA"
"11657","CA"
"11658","CL"
"11659","CL"
"11660","CL"
"11661","CL"
"11662","MG"
"11663","EDO_BME_ETA"
"11664","ZN"
"11665","CL"
"11666","MG"
"11667","CL"
"11668","MG"
"11669","nan"
"11670","CL"
"11671","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"11672","NAG_NDG_A2G_NGA_MAG"
"11673","CL"
"11674","CA"
"11675","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"11676","HEM"
"11677","CA"
"11678","CL"
"11679","CL"
"11680","CA"
"11681","MN"
"11682","MN"
"11683","CL"
"11684","CA"
"11685","ZN"
"11686","CL"
"11687","CL"
"11688","CL"
"11689","MG"
"11690","CA"
"11691","MN"
"11692","EDO_BME_ETA"
"11693","MG"
"11694","CA"
"11695","CL"
"11696","CA"
"11697","MG"
"11698","CL"
"11699","CL"
"11700","ZN"
"11701","ZN"
"11702","CL"
"11703","CA"
"11704","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"11705","CL"
"11706","CA"
"11707","CA"
"11708","CL"
"11709","MG"
"11710","CL"
"11711","CA"
"11712","CL"
"11713","CL"
"11714","CA"
"11715","CA"
"11716","MG"
"11717","CL"
"11718","ZN"
"11719","CA"
"11720","HEM"
"11721","MG"
"11722","CL"
"11723","SF4_F3S"
"11724","CA"
"11725","CA"
"11726","CA"
"11727","CL"
"11728","CA"
"11729","CL"
"11730","ZN"
"11731","ZN"
"11732","nan"
"11733","CA"
"11734","MG"
"11735","CA"
"11736","CA"
"11737","CA"
"11738","CL"
"11739","MG"
"11740","CA"
"11741","CA"
"11742","MG"
"11743","HEM"
"11744","MN"
"11745","CA"
"11746","ZN"
"11747","MG"
"11748","CA"
"11749","MG"
"11750","ZN"
"11751","CL"
"11752","CA"
"11753","CL"
"11754","CL"
"11755","CA"
"11756","CL"
"11757","ZN"
"11758","CA"
"11759","CA"
"11760","CL"
"11761","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"11762","ZN"
"11763","MG"
"11764","CL"
"11765","ZN"
"11766","MG"
"11767","ZN"
"11768","HEM"
"11769","CA"
"11770","MG"
"11771","CL"
"11772","ZN"
"11773","CA"
"11774","MG"
"11775","CL"
"11776","CA"
"11777","CL"
"11778","CL"
"11779","SF4_F3S"
"11780","CL"
"11781","CA"
"11782","ZN"
"11783","CL"
"11784","ZN"
"11785","CL"
"11786","CL"
"11787","CL"
"11788","MG"
"11789","CA"
"11790","CL"
"11791","CA"
"11792","CA"
"11793","MG"
"11794","MG"
"11795","CA"
"11796","CA"
"11797","ZN"
"11798","CL"
"11799","CL"
"11800","CA"
"11801","MN"
"11802","CA"
"11803","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"11804","CA"
"11805","MG"
"11806","CA"
"11807","MG"
"11808","MG"
"11809","MG"
"11810","CL"
"11811","MN"
"11812","CL"
"11813","CA"
"11814","MG"
"11815","MG"
"11816","CA"
"11817","CA"
"11818","ZN"
"11819","CA"
"11820","MG"
"11821","ZN"
"11822","nan"
"11823","CL"
"11824","MG"
"11825","CL"
"11826","EDO_BME_ETA"
"11827","CL"
"11828","CL"
"11829","ZN"
"11830","MG"
"11831","CA"
"11832","CA"
"11833","MG"
"11834","MG"
"11835","CL"
"11836","MN"
"11837","CL"
"11838","CL"
"11839","MG"
"11840","CL"
"11841","CL"
"11842","CL"
"11843","CL"
"11844","CA"
"11845","CL"
"11846","nan"
"11847","MG"
"11848","CL"
"11849","CL"
"11850","CA"
"11851","CL"
"11852","CL"
"11853","MG"
"11854","MG"
"11855","CA"
"11856","CA"
"11857","CA"
"11858","CA"
"11859","CA"
"11860","MG"
"11861","MG"
"11862","CL"
"11863","CL"
"11864","CA"
"11865","CL"
"11866","CA"
"11867","MG"
"11868","CL"
"11869","CA"
"11870","CA"
"11871","ZN"
"11872","CL"
"11873","CL"
"11874","CL"
"11875","ZN"
"11876","CA"
"11877","CA"
"11878","MG"
"11879","MG"
"11880","CA"
"11881","CL"
"11882","CL"
"11883","CA"
"11884","CL"
"11885","CL"
"11886","CL"
"11887","CL"
"11888","CL"
"11889","MG"
"11890","CA"
"11891","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"11892","MG"
"11893","MG"
"11894","MG"
"11895","ZN"
"11896","ZN"
"11897","CA"
"11898","CL"
"11899","CL"
"11900","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"11901","CA"
"11902","CL"
"11903","HEM"
"11904","CL"
"11905","NAG_NDG_A2G_NGA_MAG"
"11906","CA"
"11907","CL"
"11908","MG"
"11909","CL"
"11910","MG"
"11911","CL"
"11912","CL"
"11913","CA"
"11914","CA"
"11915","MG"
"11916","nan"
"11917","MG"
"11918","HEM"
"11919","MN"
"11920","CA"
"11921","CA"
"11922","HEM"
"11923","CA"
"11924","CA"
"11925","CA"
"11926","CL"
"11927","CA"
"11928","CL"
"11929","MG"
"11930","ZN"
"11931","CA"
"11932","CA"
"11933","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
